sessionnum,condition,playerid,decision0d1c,previous_decision,round_num,num_neighbors,group_size,fluid_dummy,_Icondition_2,_Icondition_3,_Icondition_4
9,Viscous,904,0,0,4,4,16,0,0,0,1
18,Viscous,1821,1,1,4,9,15,0,0,0,1
18,Viscous,1805,1,1,4,6,15,0,0,0,1
9,Viscous,918,0,0,4,4,16,0,0,0,1
14,Viscous,1422,1,1,4,6,17,0,0,0,1
14,Viscous,1420,0,0,4,5,17,0,0,0,1
18,Viscous,1809,1,1,4,7,15,0,0,0,1
9,Viscous,906,1,1,4,3,16,0,0,0,1
9,Viscous,905,1,1,4,5,16,0,0,0,1
18,Viscous,1801,1,1,4,4,15,0,0,0,1
14,Viscous,1401,0,0,4,3,17,0,0,0,1
14,Viscous,1412,1,0,4,7,17,0,0,0,1
14,Viscous,1415,0,1,4,6,17,0,0,0,1
14,Viscous,1416,1,1,4,4,17,0,0,0,1
45,Viscous,4501,0,0,4,6,15,0,0,0,1
45,Viscous,4506,0,1,4,7,15,0,0,0,1
18,Viscous,1808,1,1,4,6,15,0,0,0,1
18,Viscous,1816,1,1,4,6,15,0,0,0,1
45,Viscous,4500,0,1,4,7,15,0,0,0,1
38,Viscous,3811,0,1,4,4,11,0,0,0,1
38,Viscous,3801,1,1,4,5,11,0,0,0,1
38,Viscous,3808,0,1,4,3,11,0,0,0,1
14,Viscous,1421,0,0,4,4,17,0,0,0,1
18,Viscous,1807,1,1,4,7,15,0,0,0,1
9,Viscous,911,0,1,4,2,16,0,0,0,1
33,Viscous,3309,1,1,4,6,17,0,0,0,1
45,Viscous,4502,1,0,4,5,15,0,0,0,1
33,Viscous,3300,1,1,4,7,17,0,0,0,1
14,Viscous,1403,1,1,4,5,17,0,0,0,1
45,Viscous,4513,0,0,4,6,15,0,0,0,1
14,Viscous,1414,0,0,4,3,17,0,0,0,1
18,Viscous,1810,1,1,4,5,15,0,0,0,1
33,Viscous,3307,0,0,4,8,17,0,0,0,1
14,Viscous,1418,0,0,4,3,17,0,0,0,1
45,Viscous,4512,0,1,4,10,15,0,0,0,1
33,Viscous,3311,1,1,4,4,17,0,0,0,1
33,Viscous,3312,1,1,4,8,17,0,0,0,1
33,Viscous,3306,0,0,4,7,17,0,0,0,1
33,Viscous,3324,1,0,4,9,17,0,0,0,1
33,Viscous,3317,0,0,4,4,17,0,0,0,1
45,Viscous,4518,1,0,4,4,15,0,0,0,1
38,Viscous,3803,1,1,4,5,11,0,0,0,1
14,Viscous,1409,1,1,4,5,17,0,0,0,1
38,Viscous,3810,1,1,4,4,11,0,0,0,1
33,Viscous,3321,0,1,4,5,17,0,0,0,1
45,Viscous,4508,0,0,4,5,15,0,0,0,1
45,Viscous,4510,0,1,4,6,15,0,0,0,1
33,Viscous,3319,1,1,4,6,17,0,0,0,1
18,Viscous,1813,1,1,4,8,15,0,0,0,1
38,Viscous,3814,1,1,4,2,11,0,0,0,1
45,Viscous,4507,0,0,4,6,15,0,0,0,1
14,Viscous,1405,0,1,4,7,17,0,0,0,1
9,Viscous,912,1,1,4,3,16,0,0,0,1
14,Viscous,1413,1,0,4,6,17,0,0,0,1
33,Viscous,3320,1,1,4,5,17,0,0,0,1
45,Viscous,4504,1,1,4,3,15,0,0,0,1
45,Viscous,4514,1,1,4,5,15,0,0,0,1
38,Viscous,3813,1,1,4,4,11,0,0,0,1
33,Viscous,3315,1,1,4,5,17,0,0,0,1
45,Viscous,4505,0,0,4,7,15,0,0,0,1
45,Viscous,4517,0,0,4,4,15,0,0,0,1
38,Viscous,3803,1,1,5,5,11,0,0,0,1
18,Viscous,1816,1,1,5,6,15,0,0,0,1
38,Viscous,3809,1,1,5,6,11,0,0,0,1
45,Viscous,4502,0,1,5,6,15,0,0,0,1
18,Viscous,1815,1,1,5,10,15,0,0,0,1
33,Viscous,3309,1,1,5,7,17,0,0,0,1
18,Viscous,1819,1,1,5,8,15,0,0,0,1
33,Viscous,3322,0,0,5,6,17,0,0,0,1
14,Viscous,1414,0,0,5,4,16,0,0,0,1
33,Viscous,3311,1,1,5,4,17,0,0,0,1
45,Viscous,4508,0,0,5,5,15,0,0,0,1
14,Viscous,1415,1,0,5,7,16,0,0,0,1
33,Viscous,3320,1,1,5,6,17,0,0,0,1
14,Viscous,1405,1,0,5,8,16,0,0,0,1
33,Viscous,3307,0,0,5,9,17,0,0,0,1
18,Viscous,1820,1,1,5,3,15,0,0,0,1
33,Viscous,3319,1,1,5,6,17,0,0,0,1
38,Viscous,3812,1,1,5,5,11,0,0,0,1
18,Viscous,1813,1,1,5,8,15,0,0,0,1
45,Viscous,4500,1,0,5,6,15,0,0,0,1
33,Viscous,3312,1,1,5,10,17,0,0,0,1
14,Viscous,1422,0,1,5,7,16,0,0,0,1
14,Viscous,1406,1,1,5,7,16,0,0,0,1
18,Viscous,1809,1,1,5,7,15,0,0,0,1
18,Viscous,1801,1,1,5,6,15,0,0,0,1
18,Viscous,1810,1,1,5,7,15,0,0,0,1
38,Viscous,3802,1,1,5,6,11,0,0,0,1
18,Viscous,1804,1,1,5,6,15,0,0,0,1
38,Viscous,3800,1,1,5,2,11,0,0,0,1
18,Viscous,1806,1,1,5,8,15,0,0,0,1
18,Viscous,1821,1,1,5,10,15,0,0,0,1
33,Viscous,3310,1,0,5,8,17,0,0,0,1
45,Viscous,4507,0,0,5,5,15,0,0,0,1
33,Viscous,3323,0,0,5,4,17,0,0,0,1
38,Viscous,3810,1,1,5,2,11,0,0,0,1
14,Viscous,1407,0,0,5,4,16,0,0,0,1
14,Viscous,1409,1,1,5,5,16,0,0,0,1
45,Viscous,4518,0,1,5,5,15,0,0,0,1
38,Viscous,3808,0,0,5,4,11,0,0,0,1
18,Viscous,1808,1,1,5,8,15,0,0,0,1
18,Viscous,1805,1,1,5,8,15,0,0,0,1
33,Viscous,3300,1,1,5,9,17,0,0,0,1
14,Viscous,1420,0,0,5,5,16,0,0,0,1
45,Viscous,4512,0,0,5,10,15,0,0,0,1
14,Viscous,1413,0,1,5,6,16,0,0,0,1
14,Viscous,1416,1,1,5,4,16,0,0,0,1
38,Viscous,3801,1,1,5,7,11,0,0,0,1
14,Viscous,1418,0,0,5,4,16,0,0,0,1
33,Viscous,3315,1,1,5,5,17,0,0,0,1
18,Viscous,1807,1,1,5,8,15,0,0,0,1
33,Viscous,3324,0,1,5,8,17,0,0,0,1
14,Viscous,1403,1,1,5,5,16,0,0,0,1
33,Viscous,3316,0,0,5,6,17,0,0,0,1
33,Viscous,3306,0,0,5,9,17,0,0,0,1
14,Viscous,1412,0,1,5,8,16,0,0,0,1
33,Viscous,3317,0,0,5,4,17,0,0,0,1
14,Viscous,1411,0,0,5,4,16,0,0,0,1
18,Viscous,1812,0,1,5,5,15,0,0,0,1
45,Viscous,4504,1,1,5,3,15,0,0,0,1
45,Viscous,4517,0,0,5,3,15,0,0,0,1
14,Viscous,1421,0,0,5,3,16,0,0,0,1
38,Viscous,3813,1,1,5,4,11,0,0,0,1
38,Viscous,3811,1,0,5,3,11,0,0,0,1
45,Viscous,4506,0,0,5,8,15,0,0,0,1
45,Viscous,4513,1,0,5,6,15,0,0,0,1
45,Viscous,4505,0,0,5,7,15,0,0,0,1
45,Viscous,4501,0,0,5,7,15,0,0,0,1
14,Viscous,1401,0,0,5,3,16,0,0,0,1
45,Viscous,4510,0,0,5,6,15,0,0,0,1
33,Viscous,3321,0,0,5,7,17,0,0,0,1
33,Viscous,3305,1,1,5,4,17,0,0,0,1
45,Viscous,4514,1,1,5,4,15,0,0,0,1
38,Viscous,3814,1,1,5,2,11,0,0,0,1
45,Viscous,4511,0,0,5,3,15,0,0,0,1
33,Viscous,3317,0,0,6,5,17,0,0,0,1
14,Viscous,1409,1,1,6,5,16,0,0,0,1
33,Viscous,3309,1,1,6,7,17,0,0,0,1
33,Viscous,3306,0,0,6,9,17,0,0,0,1
14,Viscous,1413,0,0,6,6,16,0,0,0,1
33,Viscous,3316,0,0,6,7,17,0,0,0,1
14,Viscous,1420,1,0,6,5,16,0,0,0,1
38,Viscous,3812,1,1,6,4,10,0,0,0,1
38,Viscous,3808,0,0,6,3,10,0,0,0,1
33,Viscous,3320,0,1,6,7,17,0,0,0,1
45,Viscous,4505,0,0,6,8,15,0,0,0,1
33,Viscous,3319,1,1,6,6,17,0,0,0,1
33,Viscous,3324,0,0,6,8,17,0,0,0,1
38,Viscous,3803,1,1,6,5,10,0,0,0,1
45,Viscous,4511,0,0,6,4,15,0,0,0,1
33,Viscous,3322,0,0,6,6,17,0,0,0,1
33,Viscous,3321,0,0,6,7,17,0,0,0,1
14,Viscous,1414,0,0,6,4,16,0,0,0,1
45,Viscous,4500,0,1,6,6,15,0,0,0,1
45,Viscous,4510,1,0,6,7,15,0,0,0,1
45,Viscous,4504,1,1,6,4,15,0,0,0,1
14,Viscous,1415,0,1,6,6,16,0,0,0,1
38,Viscous,3801,1,1,6,6,10,0,0,0,1
14,Viscous,1416,1,1,6,4,16,0,0,0,1
14,Viscous,1407,1,0,6,3,16,0,0,0,1
33,Viscous,3307,0,0,6,9,17,0,0,0,1
14,Viscous,1412,0,0,6,7,16,0,0,0,1
33,Viscous,3312,1,1,6,11,17,0,0,0,1
38,Viscous,3802,1,1,6,6,10,0,0,0,1
14,Viscous,1405,1,1,6,9,16,0,0,0,1
14,Viscous,1418,0,0,6,4,16,0,0,0,1
14,Viscous,1401,0,0,6,5,16,0,0,0,1
45,Viscous,4513,0,1,6,4,15,0,0,0,1
33,Viscous,3300,1,1,6,10,17,0,0,0,1
33,Viscous,3311,1,1,6,4,17,0,0,0,1
45,Viscous,4506,1,0,6,8,15,0,0,0,1
33,Viscous,3305,1,1,6,7,17,0,0,0,1
38,Viscous,3811,1,1,6,3,10,0,0,0,1
33,Viscous,3323,0,0,6,4,17,0,0,0,1
45,Viscous,4501,0,0,6,8,15,0,0,0,1
38,Viscous,3809,1,1,6,6,10,0,0,0,1
14,Viscous,1403,1,1,6,5,16,0,0,0,1
33,Viscous,3315,1,1,6,5,17,0,0,0,1
14,Viscous,1422,0,0,6,7,16,0,0,0,1
38,Viscous,3810,1,1,6,2,10,0,0,0,1
38,Viscous,3814,1,1,6,2,10,0,0,0,1
38,Viscous,3813,1,1,6,5,10,0,0,0,1
33,Viscous,3310,1,1,6,8,17,0,0,0,1
14,Viscous,1411,0,0,6,6,16,0,0,0,1
14,Viscous,1421,0,0,6,3,16,0,0,0,1
45,Viscous,4514,0,1,6,6,15,0,0,0,1
45,Viscous,4517,0,0,6,5,15,0,0,0,1
45,Viscous,4518,0,0,6,4,15,0,0,0,1
14,Viscous,1406,1,1,6,9,16,0,0,0,1
45,Viscous,4512,0,0,6,10,15,0,0,0,1
45,Viscous,4507,0,0,6,5,15,0,0,0,1
45,Viscous,4502,0,0,6,5,15,0,0,0,1
45,Viscous,4508,0,0,6,6,15,0,0,0,1
33,Viscous,3309,1,1,7,7,17,0,0,0,1
45,Viscous,4512,0,0,7,10,15,0,0,0,1
33,Viscous,3306,0,0,7,8,17,0,0,0,1
45,Viscous,4513,0,0,7,4,15,0,0,0,1
45,Viscous,4500,0,0,7,6,15,0,0,0,1
45,Viscous,4514,0,0,7,6,15,0,0,0,1
14,Viscous,1406,1,1,7,8,16,0,0,0,1
14,Viscous,1418,0,0,7,4,16,0,0,0,1
33,Viscous,3311,1,1,7,5,17,0,0,0,1
45,Viscous,4518,0,0,7,6,15,0,0,0,1
33,Viscous,3317,0,0,7,5,17,0,0,0,1
33,Viscous,3315,1,1,7,5,17,0,0,0,1
14,Viscous,1420,0,1,7,7,16,0,0,0,1
45,Viscous,4507,0,0,7,6,15,0,0,0,1
14,Viscous,1412,0,0,7,7,16,0,0,0,1
14,Viscous,1414,0,0,7,4,16,0,0,0,1
14,Viscous,1422,1,0,7,7,16,0,0,0,1
14,Viscous,1409,1,1,7,7,16,0,0,0,1
14,Viscous,1405,0,1,7,10,16,0,0,0,1
14,Viscous,1415,1,0,7,7,16,0,0,0,1
33,Viscous,3307,0,0,7,8,17,0,0,0,1
45,Viscous,4508,0,0,7,8,15,0,0,0,1
33,Viscous,3321,0,0,7,8,17,0,0,0,1
33,Viscous,3316,0,0,7,7,17,0,0,0,1
33,Viscous,3324,0,0,7,7,17,0,0,0,1
33,Viscous,3322,0,0,7,5,17,0,0,0,1
45,Viscous,4505,0,0,7,8,15,0,0,0,1
14,Viscous,1401,0,0,7,5,16,0,0,0,1
45,Viscous,4511,0,0,7,4,15,0,0,0,1
14,Viscous,1416,1,1,7,3,16,0,0,0,1
33,Viscous,3310,0,1,7,9,17,0,0,0,1
33,Viscous,3319,1,1,7,7,17,0,0,0,1
33,Viscous,3300,1,1,7,11,17,0,0,0,1
14,Viscous,1413,0,0,7,6,16,0,0,0,1
33,Viscous,3312,1,1,7,11,17,0,0,0,1
45,Viscous,4502,0,0,7,7,15,0,0,0,1
45,Viscous,4506,0,1,7,8,15,0,0,0,1
33,Viscous,3323,0,0,7,4,17,0,0,0,1
33,Viscous,3305,1,1,7,7,17,0,0,0,1
14,Viscous,1407,0,1,7,4,16,0,0,0,1
14,Viscous,1421,0,0,7,3,16,0,0,0,1
45,Viscous,4504,0,1,7,5,15,0,0,0,1
14,Viscous,1403,1,1,7,5,16,0,0,0,1
45,Viscous,4501,0,0,7,8,15,0,0,0,1
45,Viscous,4517,0,0,7,6,15,0,0,0,1
33,Viscous,3320,1,0,7,8,17,0,0,0,1
14,Viscous,1411,0,0,7,7,16,0,0,0,1
45,Viscous,4510,0,1,7,8,15,0,0,0,1
33,Viscous,3311,1,1,8,3,14,0,0,0,1
45,Viscous,4514,0,0,8,6,15,0,0,0,1
14,Viscous,1416,1,1,8,2,16,0,0,0,1
14,Viscous,1403,1,1,8,6,16,0,0,0,1
33,Viscous,3322,0,0,8,6,14,0,0,0,1
45,Viscous,4504,0,0,8,5,15,0,0,0,1
33,Viscous,3312,1,1,8,9,14,0,0,0,1
14,Viscous,1411,0,0,8,6,16,0,0,0,1
45,Viscous,4518,0,0,8,10,15,0,0,0,1
14,Viscous,1420,0,0,8,5,16,0,0,0,1
14,Viscous,1412,0,0,8,7,16,0,0,0,1
14,Viscous,1405,1,0,8,10,16,0,0,0,1
33,Viscous,3307,0,0,8,6,14,0,0,0,1
33,Viscous,3316,0,0,8,6,14,0,0,0,1
33,Viscous,3320,1,1,8,7,14,0,0,0,1
33,Viscous,3315,0,1,8,4,14,0,0,0,1
14,Viscous,1406,1,1,8,7,16,0,0,0,1
33,Viscous,3309,1,1,8,7,14,0,0,0,1
33,Viscous,3300,1,1,8,7,14,0,0,0,1
14,Viscous,1421,0,0,8,4,16,0,0,0,1
33,Viscous,3324,1,0,8,6,14,0,0,0,1
45,Viscous,4505,0,0,8,9,15,0,0,0,1
14,Viscous,1401,0,0,8,5,16,0,0,0,1
33,Viscous,3306,0,0,8,5,14,0,0,0,1
45,Viscous,4507,0,0,8,7,15,0,0,0,1
14,Viscous,1422,1,1,8,8,16,0,0,0,1
45,Viscous,4510,0,0,8,9,15,0,0,0,1
45,Viscous,4513,1,0,8,5,15,0,0,0,1
14,Viscous,1418,0,0,8,4,16,0,0,0,1
45,Viscous,4511,0,0,8,4,15,0,0,0,1
14,Viscous,1407,1,0,8,4,16,0,0,0,1
45,Viscous,4506,0,0,8,8,15,0,0,0,1
33,Viscous,3305,1,1,8,7,14,0,0,0,1
14,Viscous,1415,1,1,8,9,16,0,0,0,1
45,Viscous,4512,0,0,8,10,15,0,0,0,1
14,Viscous,1409,1,1,8,7,16,0,0,0,1
14,Viscous,1413,0,0,8,7,16,0,0,0,1
33,Viscous,3317,0,0,8,4,14,0,0,0,1
14,Viscous,1414,0,0,8,3,16,0,0,0,1
33,Viscous,3321,1,0,8,5,14,0,0,0,1
45,Viscous,4502,0,0,8,9,15,0,0,0,1
45,Viscous,4501,0,0,8,9,15,0,0,0,1
45,Viscous,4517,0,0,8,6,15,0,0,0,1
45,Viscous,4508,0,0,8,8,15,0,0,0,1
45,Viscous,4500,0,0,8,7,15,0,0,0,1
45,Viscous,4514,0,0,9,6,15,0,0,0,1
45,Viscous,4502,0,0,9,9,15,0,0,0,1
45,Viscous,4501,0,0,9,9,15,0,0,0,1
33,Viscous,3312,1,1,9,10,14,0,0,0,1
33,Viscous,3305,1,1,9,8,14,0,0,0,1
33,Viscous,3324,0,1,9,6,14,0,0,0,1
33,Viscous,3311,1,1,9,4,14,0,0,0,1
45,Viscous,4507,0,0,9,6,15,0,0,0,1
45,Viscous,4504,0,0,9,6,15,0,0,0,1
45,Viscous,4511,0,0,9,5,15,0,0,0,1
33,Viscous,3307,0,0,9,6,14,0,0,0,1
45,Viscous,4513,0,1,9,5,15,0,0,0,1
45,Viscous,4510,1,0,9,9,15,0,0,0,1
33,Viscous,3309,1,1,9,7,14,0,0,0,1
45,Viscous,4512,0,0,9,11,15,0,0,0,1
33,Viscous,3306,0,0,9,3,14,0,0,0,1
33,Viscous,3322,0,0,9,6,14,0,0,0,1
45,Viscous,4506,0,0,9,9,15,0,0,0,1
33,Viscous,3321,0,1,9,5,14,0,0,0,1
45,Viscous,4518,0,0,9,12,15,0,0,0,1
33,Viscous,3320,1,1,9,8,14,0,0,0,1
33,Viscous,3316,1,0,9,10,14,0,0,0,1
33,Viscous,3300,1,1,9,7,14,0,0,0,1
45,Viscous,4505,0,0,9,9,15,0,0,0,1
33,Viscous,3315,0,0,9,4,14,0,0,0,1
33,Viscous,3317,0,0,9,4,14,0,0,0,1
45,Viscous,4517,0,0,9,6,15,0,0,0,1
45,Viscous,4508,0,0,9,8,15,0,0,0,1
45,Viscous,4500,0,0,9,8,15,0,0,0,1
45,Viscous,4508,1,0,10,7,15,0,0,0,1
45,Viscous,4518,0,0,10,10,15,0,0,0,1
45,Viscous,4502,0,0,10,10,15,0,0,0,1
45,Viscous,4506,0,0,10,9,15,0,0,0,1
45,Viscous,4517,0,0,10,8,15,0,0,0,1
45,Viscous,4505,0,0,10,8,15,0,0,0,1
45,Viscous,4510,0,1,10,10,15,0,0,0,1
45,Viscous,4501,0,0,10,11,15,0,0,0,1
45,Viscous,4504,0,0,10,9,15,0,0,0,1
45,Viscous,4500,0,0,10,8,15,0,0,0,1
45,Viscous,4507,0,0,10,5,15,0,0,0,1
45,Viscous,4513,0,0,10,5,15,0,0,0,1
45,Viscous,4512,0,0,10,11,15,0,0,0,1
45,Viscous,4514,0,0,10,6,15,0,0,0,1
45,Viscous,4511,0,0,10,5,15,0,0,0,1
45,Viscous,4513,0,0,11,5,12,0,0,0,1
45,Viscous,4502,0,0,11,7,12,0,0,0,1
45,Viscous,4510,0,0,11,8,12,0,0,0,1
45,Viscous,4504,0,0,11,8,12,0,0,0,1
45,Viscous,4511,0,0,11,5,12,0,0,0,1
45,Viscous,4500,0,0,11,6,12,0,0,0,1
45,Viscous,4512,0,0,11,8,12,0,0,0,1
45,Viscous,4518,0,0,11,10,12,0,0,0,1
45,Viscous,4508,0,1,11,4,12,0,0,0,1
45,Viscous,4514,0,0,11,5,12,0,0,0,1
45,Viscous,4517,0,0,11,6,12,0,0,0,1
45,Viscous,4507,0,0,11,6,12,0,0,0,1
